Year,Brand,Category,Region,Price (USD),Sales Volume,Revenue (USD),Customer Age Group,Customer Gender,Net Worth (USD),GDP per Capita,Inflation Rate (%),Income Level,Social Media Likes,Social Media Shares,Social Media Mentions,Sentiment Score
2020,Gucci,Accessories,South America,696.29,55,38295.95,35-44,Female,3092596.84,12000,5.5,Medium,15000,2465,1536,0.84
2023,Chanel,Clothing,Middle East,1454.18,296,430437.28,45-54,Male,1083062.38,30000,3.0,High,12291,2091,2524,0.68
2023,Chanel,Perfumes,South America,212.25,152,32262.0,55+,Female,873836.01,12000,5.5,Medium,26255,1195,853,0.83
2021,Dior,Watches,Middle East,9340.74,38,354948.12,18-24,Non-binary,873009.7,30000,3.0,High,9510,364,2145,0.85
2022,Rolex,Accessories,Australia,1649.0,356,587044.0,35-44,Non-binary,298447.31,55000,2.0,High,40273,3271,510,0.79
2019,Louis Vuitton,Bags,North America,1588.62,156,247824.72,35-44,Non-binary,4517437.43,65000,3.5,High,33598,2248,127,0.9
2018,Dior,Accessories,Australia,1426.25,370,527712.5,45-54,Male,6693.0,55000,2.0,High,13676,342,1036,0.74
2023,Louis Vuitton,Bags,Asia,2202.19,404,889684.76,55+,Female,3962751.94,15000,4.0,Medium,30995,261,1351,0.5
2021,Dior,Watches,Asia,10473.98,27,282797.46,45-54,Non-binary,3379570.07,15000,4.0,Medium,44981,3173,2059,0.79
2023,Rolex,Shoes,North America,2042.03,479,978132.37,18-24,Female,246194.57,65000,3.5,High,39738,2858,1765,0.57
2018,Dior,Clothing,Australia,2371.51,295,699595.45,45-54,Female,14149.07,55000,2.0,High,48509,2652,1229,0.74
2018,Gucci,Shoes,Australia,2111.34,323,681962.82,25-34,Male,3052805.34,55000,2.0,High,30623,243,1793,0.63
2023,Gucci,Accessories,Middle East,1824.75,437,797415.75,45-54,Female,3264284.21,30000,3.0,High,30016,1838,909,0.92
2020,Chanel,Accessories,South America,702.07,68,47740.76,18-24,Female,49808.97,12000,5.5,Medium,14896,1148,1307,0.86
2018,Dior,Bags,Europe,4223.48,383,1617592.84,18-24,Non-binary,489627.0,45000,2.5,High,48218,2093,1829,0.84
2022,Chanel,Perfumes,Australia,439.38,324,142359.12,45-54,Male,4240057.67,55000,2.0,High,13120,2728,2589,0.69
2022,Louis Vuitton,Watches,South America,8594.99,23,197684.77,18-24,Non-binary,1989745.58,12000,5.5,Medium,15267,3672,560,0.71
2021,Gucci,Watches,Australia,8982.45,25,224561.25,18-24,Male,4393156.59,55000,2.0,High,1437,2777,2391,0.59
2020,Gucci,Watches,North America,6323.02,48,303504.96,35-44,Female,2004504.05,65000,3.5,High,12321,1925,106,0.85
2019,Louis Vuitton,Watches,Middle East,20655.86,30,619675.8,35-44,Non-binary,4711507.35,30000,3.0,High,12946,2251,379,0.55
2023,Gucci,Watches,North America,11420.83,33,376887.39,35-44,Female,4214486.75,65000,3.5,High,37177,1266,162,0.56
2021,Chanel,Clothing,Middle East,538.26,343,184623.18,18-24,Non-binary,42465.92,30000,3.0,High,14598,2738,2951,0.89
2021,Louis Vuitton,Perfumes,North America,101.35,462,46823.7,55+,Non-binary,2421384.35,65000,3.5,High,35788,160,453,0.82
2018,Chanel,Shoes,Europe,2600.09,463,1203841.67,35-44,Female,4477695.23,45000,2.5,High,29001,2862,1586,0.8
2019,Gucci,Watches,Australia,13715.58,47,644632.26,45-54,Non-binary,1793459.23,55000,2.0,High,17003,1667,1248,0.66
2019,Dior,Watches,South America,14114.16,5,70570.8,45-54,Male,487133.73,12000,5.5,Medium,37556,2116,2075,0.72
2019,Chanel,Perfumes,Europe,458.76,122,55968.72,25-34,Female,6581.35,45000,2.5,High,25679,2741,200,0.91
2019,Louis Vuitton,Perfumes,South America,418.25,221,92433.25,55+,Female,339868.19,12000,5.5,Medium,6202,282,2520,0.63
2021,Dior,Accessories,Australia,943.13,371,349901.23,18-24,Male,2108452.71,55000,2.0,High,7463,2038,1790,0.96
2023,Louis Vuitton,Shoes,South America,2881.47,55,158480.85,35-44,Male,4182900.21,12000,5.5,Medium,27977,3860,1975,0.93
2020,Chanel,Watches,Europe,12131.1,15,181966.5,18-24,Female,1193030.4,45000,2.5,High,36924,779,166,0.62
2018,Dior,Bags,Europe,4689.62,197,923855.14,45-54,Non-binary,961973.2,45000,2.5,High,9872,2328,2522,0.7
2021,Rolex,Perfumes,Australia,388.94,440,171133.6,45-54,Non-binary,4863913.87,55000,2.0,High,11905,2012,1497,0.7
2021,Rolex,Watches,Australia,23029.15,45,1036311.75,45-54,Non-binary,3436271.62,55000,2.0,High,4577,1677,2471,0.9
2018,Gucci,Perfumes,Asia,247.38,410,101425.8,35-44,Female,4639970.63,15000,4.0,Medium,38510,3225,2859,0.61
2020,Rolex,Shoes,Europe,887.3,180,159714.0,35-44,Female,1956616.63,45000,2.5,High,3919,394,827,0.55
2021,Gucci,Shoes,Middle East,2095.48,261,546920.28,55+,Non-binary,43994.58,30000,3.0,High,34925,3004,2368,0.73
2023,Chanel,Perfumes,North America,257.66,193,49728.38,45-54,Male,347879.99,65000,3.5,High,42554,3441,2236,0.57
2022,Rolex,Perfumes,Asia,164.8,301,49604.8,18-24,Male,1765374.23,15000,4.0,Medium,16380,3419,1256,0.69
2020,Gucci,Perfumes,North America,444.33,440,195505.2,35-44,Non-binary,4281829.79,65000,3.5,High,14495,318,966,0.8
2023,Dior,Bags,North America,2412.87,184,443968.08,35-44,Female,2228462.3,65000,3.5,High,8622,3123,1757,0.72
2018,Louis Vuitton,Watches,North America,13633.5,31,422638.5,55+,Non-binary,17224.93,65000,3.5,High,19391,621,2153,0.63
2023,Dior,Accessories,Australia,880.1,70,61607.0,25-34,Male,4237522.26,55000,2.0,High,33868,4196,2835,0.56
2020,Chanel,Perfumes,South America,197.12,54,10644.48,55+,Female,3763012.78,12000,5.5,Medium,9102,3032,522,0.82
2018,Gucci,Bags,Australia,3950.2,395,1560329.0,45-54,Male,3844930.44,55000,2.0,High,13398,2622,976,0.96
2021,Chanel,Shoes,Asia,2043.04,68,138926.72,18-24,Male,2937657.8,15000,4.0,Medium,27246,944,1151,0.94
2019,Chanel,Perfumes,Europe,473.27,244,115477.88,55+,Non-binary,41581.86,45000,2.5,High,42267,566,961,0.94
2020,Chanel,Shoes,Asia,1731.86,355,614810.3,45-54,Non-binary,9705.52,15000,4.0,Medium,21089,1676,1759,0.85
2021,Chanel,Shoes,Australia,1385.82,224,310423.68,35-44,Male,1952129.06,55000,2.0,High,43795,2185,2562,0.61
2022,Rolex,Perfumes,Middle East,494.36,319,157700.84,55+,Male,550896.25,30000,3.0,High,15974,4968,675,0.99
2022,Chanel,Perfumes,Europe,354.99,442,156905.58,55+,Male,11394.75,45000,2.5,High,46704,447,809,0.87
2022,Chanel,Watches,South America,8205.74,20,164114.8,55+,Female,3981266.73,12000,5.5,Medium,45542,1230,126,0.9
2019,Gucci,Clothing,North America,2419.67,494,1195316.98,18-24,Female,1975282.64,65000,3.5,High,31930,2763,1338,0.95
2023,Rolex,Watches,North America,24018.75,21,504393.75,18-24,Non-binary,801120.36,65000,3.5,High,35997,192,744,0.7
2018,Gucci,Watches,North America,12020.12,34,408684.08,18-24,Female,2952923.97,65000,3.5,High,29820,2037,1433,0.52
2020,Louis Vuitton,Clothing,Europe,964.25,78,75211.5,45-54,Female,799687.58,45000,2.5,High,9603,1604,2807,0.64
2020,Rolex,Watches,South America,19830.38,27,535420.26,35-44,Female,3324637.02,12000,5.5,Medium,29796,1194,2920,0.66
2019,Louis Vuitton,Watches,Australia,21469.0,46,987574.0,35-44,Male,2571973.28,55000,2.0,High,37102,4536,739,0.79
2021,Chanel,Accessories,Australia,1926.64,388,747536.32,18-24,Male,3955978.6,55000,2.0,High,23552,1620,1934,0.71
2019,Gucci,Shoes,Middle East,2782.23,289,804064.47,45-54,Non-binary,4487676.87,30000,3.0,High,20218,2706,952,0.67
2021,Rolex,Watches,Europe,9539.57,49,467438.93,45-54,Male,1258506.92,45000,2.5,High,9714,2617,2689,0.95
2022,Dior,Perfumes,Middle East,381.89,279,106547.31,55+,Male,4739185.74,30000,3.0,High,35423,4701,638,0.8
2018,Gucci,Bags,North America,3550.12,77,273359.24,25-34,Non-binary,1039202.41,65000,3.5,High,24565,2601,2707,0.82
2019,Chanel,Accessories,Australia,1811.46,174,315194.04,45-54,Non-binary,1775921.55,55000,2.0,High,11944,2868,196,0.81
2018,Gucci,Clothing,Australia,1178.76,211,248718.36,45-54,Female,4724507.54,55000,2.0,High,24146,972,989,0.93
2022,Chanel,Perfumes,South America,158.48,154,24405.92,55+,Female,2649599.8,12000,5.5,Medium,23121,2634,1200,0.7
2023,Louis Vuitton,Perfumes,Australia,349.45,455,158999.75,45-54,Non-binary,2157133.67,55000,2.0,High,16654,2501,913,0.55
2022,Louis Vuitton,Shoes,Asia,2384.05,77,183571.85,35-44,Non-binary,2925758.28,15000,4.0,Medium,37618,1891,306,0.9
2021,Chanel,Perfumes,Middle East,395.32,148,58507.36,18-24,Female,3404858.91,30000,3.0,High,22079,4033,2714,0.93
2023,Chanel,Watches,Australia,6870.54,29,199245.66,25-34,Female,850313.79,55000,2.0,High,2094,2384,572,0.92
2018,Louis Vuitton,Shoes,Europe,1389.56,374,519695.44,55+,Male,4231007.63,45000,2.5,High,1707,582,1937,0.79
2022,Dior,Shoes,Australia,848.54,484,410693.36,25-34,Non-binary,2314994.92,55000,2.0,High,33488,2199,2881,0.84
2018,Gucci,Perfumes,South America,469.98,142,66737.16,55+,Non-binary,2444947.4,12000,5.5,Medium,48324,3228,2377,0.81
2022,Louis Vuitton,Shoes,Middle East,1201.96,193,231978.28,55+,Non-binary,958107.82,30000,3.0,High,37619,3814,456,0.91
2023,Dior,Clothing,North America,2823.24,265,748158.6,45-54,Non-binary,34970.83,65000,3.5,High,33029,2145,1399,0.81
2021,Rolex,Shoes,Australia,1766.56,239,422207.84,45-54,Male,27776.15,55000,2.0,High,3333,1962,133,0.81
2021,Chanel,Bags,North America,3643.04,391,1424428.64,18-24,Non-binary,3470722.06,65000,3.5,High,9626,4105,2849,0.58
2020,Chanel,Watches,Australia,15865.44,32,507694.08,18-24,Female,49214.8,55000,2.0,High,29985,1560,2911,0.71
2019,Gucci,Perfumes,Australia,293.21,441,129305.61,18-24,Non-binary,1155840.04,55000,2.0,High,10309,992,678,0.54
2019,Dior,Watches,Australia,22329.3,47,1049477.1,45-54,Female,251907.74,55000,2.0,High,31491,4874,1375,0.62
2022,Louis Vuitton,Clothing,Europe,1296.62,335,434367.7,25-34,Female,3736829.09,45000,2.5,High,17467,4098,613,0.7
2020,Rolex,Bags,Europe,2961.55,261,772964.55,25-34,Non-binary,2913000.36,45000,2.5,High,2326,1816,2441,0.85
2023,Dior,Clothing,North America,949.21,159,150924.39,45-54,Male,2009399.33,65000,3.5,High,32942,2496,719,0.73
2020,Chanel,Watches,Europe,16371.06,20,327421.2,25-34,Non-binary,13345.3,45000,2.5,High,33727,1650,2806,0.7
2018,Louis Vuitton,Bags,Australia,2942.72,361,1062321.92,45-54,Male,2267214.78,55000,2.0,High,40882,3609,1150,0.86
2020,Rolex,Watches,Europe,13864.25,12,166371.0,45-54,Female,1423790.73,45000,2.5,High,18181,509,1633,0.7
2019,Gucci,Bags,Middle East,1858.65,196,364295.4,35-44,Female,3247131.4,30000,3.0,High,41447,1251,2140,0.56
2019,Dior,Bags,South America,4096.01,88,360448.88,18-24,Non-binary,4918084.33,12000,5.5,Medium,49860,294,296,0.99
2018,Chanel,Bags,North America,3392.04,296,1004043.84,45-54,Female,1622585.08,65000,3.5,High,6821,4669,355,0.58
2021,Chanel,Perfumes,Middle East,151.62,443,67167.66,55+,Non-binary,2182420.05,30000,3.0,High,17717,3308,771,0.84
2021,Gucci,Bags,Asia,2250.57,399,897977.43,45-54,Non-binary,4962895.58,15000,4.0,Medium,23558,1903,2697,0.85
2022,Chanel,Bags,Europe,3805.0,258,981690.0,55+,Male,615681.56,45000,2.5,High,34638,4089,870,0.97
2019,Rolex,Bags,Australia,3628.98,165,598781.7,18-24,Non-binary,2098351.29,55000,2.0,High,1043,1917,1402,0.98
2020,Gucci,Clothing,North America,802.69,71,56990.99,25-34,Female,1371868.63,65000,3.5,High,16963,1236,2918,0.7
2020,Dior,Watches,North America,7312.82,14,102379.48,25-34,Female,3926562.16,65000,3.5,High,6717,2106,2342,0.57
2023,Dior,Accessories,Middle East,1302.66,147,191491.02,55+,Non-binary,31571.71,30000,3.0,High,2347,3308,848,0.93
2023,Gucci,Shoes,Asia,1696.35,486,824426.1,45-54,Non-binary,48861.74,15000,4.0,Medium,31349,3574,216,0.74
2018,Chanel,Shoes,Europe,1700.85,447,760279.95,35-44,Female,1089342.1,45000,2.5,High,20970,1405,2189,0.77
2019,Gucci,Bags,Europe,3899.31,299,1165893.69,45-54,Male,1512395.44,45000,2.5,High,48429,2342,1527,0.51
2020,Dior,Watches,Middle East,14806.7,45,666301.5,18-24,Non-binary,1834544.27,30000,3.0,High,47985,2394,2031,0.72
2021,Rolex,Perfumes,Europe,433.15,140,60641.0,35-44,Non-binary,3624780.23,45000,2.5,High,44403,1948,2443,0.98
2021,Chanel,Bags,North America,4752.13,104,494221.52,35-44,Male,1685670.92,65000,3.5,High,2702,3180,2487,0.53
2018,Gucci,Accessories,South America,1610.54,271,436456.34,18-24,Non-binary,3189098.28,12000,5.5,Medium,8726,4736,2704,0.97
2023,Rolex,Shoes,South America,878.76,497,436743.72,35-44,Non-binary,44138.03,12000,5.5,Medium,20473,1949,1229,0.58
2022,Rolex,Shoes,North America,1810.26,449,812806.74,45-54,Non-binary,31814.6,65000,3.5,High,45773,1209,2423,0.53
2023,Dior,Accessories,North America,1801.38,214,385495.32,55+,Male,2467203.09,65000,3.5,High,16809,1901,1204,0.74
2023,Dior,Perfumes,South America,398.86,280,111680.8,35-44,Non-binary,878952.22,12000,5.5,Medium,29776,2809,1763,0.75
2020,Gucci,Perfumes,North America,333.35,183,61003.05,45-54,Male,29958.2,65000,3.5,High,37845,1760,1825,0.53
2021,Chanel,Bags,Australia,1623.47,416,675363.52,45-54,Male,756469.83,55000,2.0,High,32695,3950,1291,0.95
2023,Gucci,Perfumes,North America,264.17,203,53626.51,35-44,Female,4145369.61,65000,3.5,High,43261,592,1780,0.56
2022,Dior,Perfumes,North America,491.66,185,90957.1,18-24,Non-binary,4115926.99,65000,3.5,High,16959,323,141,0.6
2019,Dior,Perfumes,Australia,102.26,152,15543.52,45-54,Female,4427735.19,55000,2.0,High,45566,588,2150,0.71
2018,Rolex,Shoes,South America,1205.32,486,585785.52,55+,Female,837878.03,12000,5.5,Medium,21576,3868,1106,0.83
2018,Dior,Bags,South America,2998.57,269,806615.33,55+,Non-binary,31154.33,12000,5.5,Medium,42104,1177,1213,0.56
2021,Dior,Bags,Australia,3117.27,234,729441.18,35-44,Non-binary,4626759.28,55000,2.0,High,34291,595,1143,0.82
2021,Chanel,Watches,Asia,17263.12,19,327999.28,35-44,Male,1318073.64,15000,4.0,Medium,24332,2798,1653,0.75
2020,Dior,Bags,South America,1549.93,277,429330.61,25-34,Male,2289538.38,12000,5.5,Medium,8120,1783,1169,0.53
2019,Dior,Perfumes,North America,475.45,252,119813.4,25-34,Male,27597.73,65000,3.5,High,18096,735,1507,0.85
2022,Chanel,Accessories,South America,1478.59,350,517506.5,25-34,Male,4957199.2,12000,5.5,Medium,23977,3417,865,0.71
2022,Dior,Watches,North America,7511.79,46,345542.34,25-34,Male,1576953.18,65000,3.5,High,23090,4359,2741,0.54
2018,Louis Vuitton,Clothing,Middle East,1540.67,293,451416.31,18-24,Non-binary,2295139.46,30000,3.0,High,14985,2615,1538,0.89
2021,Gucci,Clothing,Australia,2290.89,56,128289.84,18-24,Male,42301.05,55000,2.0,High,2521,4704,2585,0.99
2022,Gucci,Bags,North America,4539.73,142,644641.66,55+,Female,1083138.49,65000,3.5,High,13941,2599,1288,0.69
2019,Chanel,Accessories,Europe,1485.15,386,573267.9,35-44,Non-binary,2688299.69,45000,2.5,High,14936,4877,1908,0.92
2019,Rolex,Watches,Asia,5616.24,19,106708.56,25-34,Male,3877891.92,15000,4.0,Medium,37596,4843,277,0.9
2021,Dior,Perfumes,South America,338.66,72,24383.52,25-34,Male,510124.55,12000,5.5,Medium,32790,3242,1535,0.58
2020,Rolex,Clothing,South America,1340.57,469,628727.33,45-54,Non-binary,39390.58,12000,5.5,Medium,36279,3558,778,0.95
2018,Louis Vuitton,Watches,Asia,13240.99,49,648808.51,35-44,Female,252581.41,15000,4.0,Medium,15987,1836,1325,0.73
2023,Rolex,Watches,North America,12359.98,24,296639.52,55+,Male,44555.87,65000,3.5,High,27506,4645,1771,0.86
2019,Rolex,Shoes,North America,908.78,428,388957.84,25-34,Male,39162.28,65000,3.5,High,44315,3121,2332,0.54
2020,Rolex,Perfumes,Asia,304.31,325,98900.75,45-54,Female,3746814.61,15000,4.0,Medium,48832,3545,2935,0.92
2019,Louis Vuitton,Clothing,Europe,2424.02,91,220585.82,35-44,Non-binary,1094522.32,45000,2.5,High,19658,4895,453,0.82
2020,Rolex,Bags,North America,3806.89,467,1777817.63,25-34,Non-binary,1463192.17,65000,3.5,High,13793,3113,2061,0.84
2022,Dior,Clothing,Asia,2378.18,196,466123.28,25-34,Non-binary,1802747.0,15000,4.0,Medium,37965,1660,2848,0.85
2018,Gucci,Bags,Europe,4004.43,158,632699.94,18-24,Non-binary,4957210.51,45000,2.5,High,7627,4263,1153,0.79
2018,Rolex,Clothing,South America,701.46,129,90488.34,35-44,Non-binary,2218384.33,12000,5.5,Medium,37618,1865,1077,0.82
2023,Chanel,Clothing,Europe,516.24,422,217853.28,55+,Female,1386735.81,45000,2.5,High,10260,4157,2102,0.52
2020,Chanel,Clothing,Australia,1809.03,189,341906.67,25-34,Non-binary,2700442.34,55000,2.0,High,37674,3538,1134,0.74
2021,Chanel,Perfumes,Europe,257.57,476,122603.32,55+,Male,4126319.95,45000,2.5,High,15312,387,2713,0.76
2018,Dior,Watches,Europe,5703.77,6,34222.62,25-34,Non-binary,1123665.99,45000,2.5,High,20827,453,1844,0.87
2023,Rolex,Accessories,Australia,1280.7,433,554543.1,55+,Male,2533601.24,55000,2.0,High,2068,3003,809,0.82
2023,Dior,Accessories,South America,1657.7,264,437632.8,35-44,Female,3812770.3,12000,5.5,Medium,42943,694,168,0.58
2022,Gucci,Perfumes,South America,179.79,168,30204.72,18-24,Male,13854.21,12000,5.5,Medium,14591,2323,2083,0.64
2022,Chanel,Clothing,Australia,1228.32,222,272687.04,35-44,Non-binary,2295348.4,55000,2.0,High,11929,366,478,0.72
2022,Rolex,Accessories,Europe,1528.6,204,311834.4,45-54,Female,804992.45,45000,2.5,High,46067,3448,55,0.6
2018,Louis Vuitton,Shoes,North America,996.23,213,212196.99,45-54,Female,2370139.94,65000,3.5,High,40956,2577,985,0.94
2022,Chanel,Accessories,Middle East,859.4,283,243210.2,35-44,Male,2134884.57,30000,3.0,High,13241,1954,685,0.52
2023,Rolex,Accessories,Middle East,752.61,65,48919.65,18-24,Male,30998.86,30000,3.0,High,45118,1261,1700,0.78
2023,Chanel,Accessories,North America,1794.19,492,882741.48,55+,Non-binary,4126153.32,65000,3.5,High,17462,2143,1370,0.57
2018,Rolex,Watches,Europe,10259.42,49,502711.58,35-44,Male,979160.46,45000,2.5,High,31893,2427,1540,0.86
2022,Chanel,Accessories,North America,1657.72,433,717792.76,25-34,Non-binary,299842.25,65000,3.5,High,25827,4321,2116,0.68
2021,Chanel,Watches,Middle East,19312.8,37,714573.6,55+,Non-binary,20120.21,30000,3.0,High,3188,3373,222,0.56
2020,Louis Vuitton,Clothing,North America,2845.11,121,344258.31,55+,Non-binary,1999518.13,65000,3.5,High,17359,1406,1851,0.73
2020,Chanel,Bags,Australia,1545.26,437,675278.62,18-24,Male,4219641.02,55000,2.0,High,19504,2774,1036,0.77
2018,Chanel,Bags,South America,3138.42,160,502147.2,18-24,Female,1471260.07,12000,5.5,Medium,34880,4925,1342,0.52
2021,Gucci,Watches,South America,8804.84,35,308169.4,45-54,Female,4395494.57,12000,5.5,Medium,4283,1651,2834,0.6
2018,Louis Vuitton,Clothing,North America,1899.68,114,216563.52,45-54,Non-binary,20446.67,65000,3.5,High,25213,1222,591,0.71
2023,Gucci,Bags,Middle East,2883.55,74,213382.7,18-24,Non-binary,271579.52,30000,3.0,High,41493,3760,2284,0.97
2018,Dior,Clothing,Australia,2347.62,102,239457.24,25-34,Non-binary,611458.89,55000,2.0,High,13389,2837,1743,0.7
2022,Louis Vuitton,Bags,South America,3978.23,176,700168.48,18-24,Non-binary,7239.69,12000,5.5,Medium,46944,4982,642,0.92
2018,Dior,Accessories,Europe,1810.53,171,309600.63,18-24,Male,4913060.73,45000,2.5,High,3681,4202,1019,0.58
2018,Dior,Accessories,North America,996.14,327,325737.78,18-24,Non-binary,4244856.35,65000,3.5,High,26869,1284,506,0.93
2021,Chanel,Perfumes,Europe,308.64,464,143208.96,45-54,Male,48820.12,45000,2.5,High,10699,4019,2787,0.8
2022,Gucci,Clothing,North America,2290.26,259,593177.34,45-54,Male,4740157.08,65000,3.5,High,38720,405,1542,0.7
2019,Chanel,Bags,North America,2894.16,488,1412350.08,25-34,Female,757320.5,65000,3.5,High,46085,3829,1703,0.54
2023,Louis Vuitton,Perfumes,Australia,196.22,402,78880.44,25-34,Male,1717895.66,55000,2.0,High,2871,2817,1655,0.66
2022,Gucci,Clothing,Middle East,2803.87,426,1194448.62,18-24,Male,2358939.13,30000,3.0,High,22318,4844,847,0.69
2018,Dior,Watches,Middle East,6720.69,46,309151.74,35-44,Female,1716350.78,30000,3.0,High,48838,4001,871,0.78
2023,Rolex,Watches,Middle East,5203.41,26,135288.66,45-54,Female,4761474.42,30000,3.0,High,42973,703,2627,0.59
2020,Gucci,Accessories,Europe,473.19,191,90379.29,18-24,Non-binary,2171013.77,45000,2.5,High,12216,4946,1219,0.54
2021,Chanel,Bags,Australia,2511.41,238,597715.58,55+,Female,4913735.1,55000,2.0,High,33671,3009,1576,0.92
2023,Rolex,Shoes,Australia,2346.97,219,513986.43,35-44,Female,3942176.3,55000,2.0,High,39309,1363,526,0.77
2018,Louis Vuitton,Bags,North America,1563.32,236,368943.52,35-44,Male,4390491.79,65000,3.5,High,3244,2972,901,0.73
2023,Dior,Accessories,Australia,1975.47,200,395094.0,18-24,Female,3902955.22,55000,2.0,High,48562,4243,1353,0.55
2022,Rolex,Bags,Europe,2450.85,238,583302.3,45-54,Female,7836.94,45000,2.5,High,7423,4049,547,0.74
2021,Louis Vuitton,Shoes,Middle East,1922.97,342,657655.74,55+,Female,2743608.31,30000,3.0,High,22488,3541,1250,0.63
2022,Rolex,Shoes,North America,1449.68,445,645107.6,18-24,Female,633985.83,65000,3.5,High,24236,2319,1579,0.68
2023,Gucci,Perfumes,North America,109.48,149,16312.52,18-24,Male,1214684.98,65000,3.5,High,3638,808,2321,0.55
2021,Gucci,Bags,Middle East,4508.61,246,1109118.06,55+,Male,4880584.49,30000,3.0,High,43080,4977,2237,0.99
2023,Rolex,Clothing,Asia,2977.81,393,1170279.33,25-34,Non-binary,386699.48,15000,4.0,Medium,40216,4269,2467,0.77
2023,Chanel,Accessories,Australia,565.68,369,208735.92,55+,Male,1829532.95,55000,2.0,High,3614,3513,2676,0.87
2019,Louis Vuitton,Clothing,Europe,1889.06,273,515713.38,25-34,Male,3176127.39,45000,2.5,High,21733,4009,2375,0.76
2023,Rolex,Perfumes,Asia,383.73,432,165771.36,35-44,Non-binary,4636312.64,15000,4.0,Medium,45249,2639,2550,0.72
2023,Dior,Shoes,Asia,1679.71,77,129337.67,35-44,Male,1971414.22,15000,4.0,Medium,49328,2666,2931,0.68
2023,Louis Vuitton,Accessories,Australia,1361.75,341,464356.75,18-24,Male,1642368.69,55000,2.0,High,13796,101,1940,0.73
2023,Louis Vuitton,Shoes,Middle East,1374.95,343,471607.85,25-34,Female,1106531.92,30000,3.0,High,33355,793,617,0.62
2020,Dior,Bags,North America,4003.47,175,700607.25,45-54,Female,727130.62,65000,3.5,High,48351,1625,951,0.89
2021,Louis Vuitton,Shoes,North America,2532.75,222,562270.5,45-54,Non-binary,2666449.72,65000,3.5,High,18422,3383,2881,0.91
2021,Dior,Perfumes,Asia,494.17,424,209528.08,35-44,Male,2835200.2,15000,4.0,Medium,26560,4699,1447,0.57
2022,Rolex,Shoes,North America,1285.44,155,199243.2,45-54,Non-binary,2405242.24,65000,3.5,High,43793,2552,2987,0.68
2022,Louis Vuitton,Clothing,North America,1564.09,102,159537.18,45-54,Male,44959.03,65000,3.5,High,10548,2406,1326,0.99
2018,Dior,Clothing,Australia,588.62,176,103597.12,45-54,Non-binary,3842451.28,55000,2.0,High,8613,3967,144,0.99
2019,Chanel,Accessories,Asia,1997.49,99,197751.51,35-44,Non-binary,601447.74,15000,4.0,Medium,47749,3202,2529,0.64
2020,Louis Vuitton,Clothing,North America,1189.09,173,205712.57,25-34,Female,602341.51,65000,3.5,High,34975,4246,838,0.95
2021,Louis Vuitton,Shoes,Europe,1207.34,237,286139.58,55+,Female,48046.0,45000,2.5,High,37927,3064,2795,0.72
2018,Louis Vuitton,Accessories,Australia,1917.56,317,607866.52,25-34,Non-binary,5705.29,55000,2.0,High,7554,4636,897,0.77
2018,Dior,Clothing,Middle East,2437.39,429,1045640.31,25-34,Female,501852.71,30000,3.0,High,6401,1368,888,0.94
2020,Chanel,Accessories,South America,557.5,235,131012.5,55+,Non-binary,4990193.48,12000,5.5,Medium,15364,4699,576,0.62
2023,Louis Vuitton,Watches,Europe,12296.07,8,98368.56,35-44,Non-binary,27773.75,45000,2.5,High,36369,752,2146,0.57
2018,Chanel,Shoes,Asia,1119.1,413,462188.3,55+,Non-binary,2131938.54,15000,4.0,Medium,16968,2696,1405,0.94
2023,Dior,Clothing,Asia,1590.08,178,283034.24,35-44,Non-binary,3456840.17,15000,4.0,Medium,6380,1397,695,0.81
2018,Chanel,Clothing,Asia,1172.81,111,130181.91,25-34,Male,2322136.04,15000,4.0,Medium,17584,3371,1823,1.0
2020,Gucci,Bags,North America,1968.58,183,360250.14,18-24,Non-binary,3683746.38,65000,3.5,High,23974,719,1095,0.67
2018,Chanel,Clothing,Australia,1052.3,136,143112.8,55+,Male,1742999.05,55000,2.0,High,40345,2848,2574,0.62
2023,Gucci,Bags,Europe,1918.22,434,832507.48,18-24,Male,17542.41,45000,2.5,High,15674,2066,1330,0.99
2022,Dior,Shoes,South America,1037.91,128,132852.48,55+,Non-binary,751179.56,12000,5.5,Medium,45081,105,2626,0.76
2022,Chanel,Accessories,North America,1182.07,316,373534.12,35-44,Non-binary,181323.62,65000,3.5,High,33723,4337,1934,0.96
2023,Chanel,Shoes,South America,2385.05,500,1192525.0,35-44,Male,1102131.58,12000,5.5,Medium,11378,2785,2244,0.96
2018,Dior,Accessories,South America,1708.4,215,367306.0,18-24,Non-binary,2039180.56,12000,5.5,Medium,48760,1708,132,0.54
2020,Chanel,Clothing,Europe,804.28,64,51473.92,35-44,Male,3779905.02,45000,2.5,High,23842,3339,2130,0.79
2022,Gucci,Perfumes,Europe,462.86,354,163852.44,55+,Non-binary,290285.06,45000,2.5,High,26365,3540,1873,0.58
2018,Rolex,Bags,Europe,3549.15,285,1011507.75,45-54,Non-binary,957654.28,45000,2.5,High,17964,2712,114,0.76
2020,Gucci,Bags,Europe,3715.74,406,1508590.44,35-44,Female,19103.81,45000,2.5,High,7177,1393,84,0.79
2021,Louis Vuitton,Perfumes,Europe,264.38,352,93061.76,25-34,Male,4117672.6,45000,2.5,High,42379,3168,608,0.74
2019,Rolex,Bags,Asia,3234.86,276,892821.36,35-44,Female,3021578.45,15000,4.0,Medium,49223,2003,941,0.74
